Code,Name,Market,Marcap,corp_code,EPS,EPS_diluted,revenue,gross_profit,op_income,net_income,total_assets,current_assets,current_liab,total_liab,equity,data_year,fs_div,Sector,price,PER,sector_median_per,fair_price_market,gap_market,fair_price_sector,gap_sector,signal
005930,삼성전자,KOSPI,1180375801646800,126380,4950.0,4950.0,300870903000000.0,114308635000000.0,32725961000000.0,34451351000000.0,514531948000000.0,227062266000000.0,93326299000000.0,112339878000000.0,402192070000000.0,2024.0,CFS,IT/전자,189700,38.323232323232325,43.71708302797009,155790.15413770083,-0.1787551178824416,216399.56098845194,0.14074623610148623,⚠️ 주의
000660,SK하이닉스,KOSPI,717691281555000,164779,28732.0,28419.0,66192960000000.0,31828146000000.0,23467319000000.0,19796902000000.0,119855209000000.0,42278887000000.0,24965444000000.0,45939505000000.0,73915704000000.0,2024.0,CFS,IT/전자,986000,34.31713768620354,43.71708302797009,904275.2946837213,-0.0828850966696539,1256079.2295596367,0.27391402592255243,⚠️ 주의
005380,현대차,KOSPI,105859765022000,164742,47369.0,47369.0,175231153000000.0,35749207000000.0,14239592000000.0,13229908000000.0,339798429000000.0,115764287000000.0,79509643000000.0,219522496000000.0,120275933000000.0,2024.0,CFS,자동차/부품,492000,10.386539720070088,8.09921390982161,1490833.093201768,2.0301485634182272,383651.66369433986,-0.22022019574321167,⚠️ 주의
402340,SK스퀘어,KOSPI,80308965920000,1596425,27772.0,27716.0,1906611000000.0,,3912583000000.0,3650515000000.0,21921051000000.0,2702773000000.0,1396345000000.0,21921051000000.0,19585415000000.0,2024.0,CFS,지주,595000,21.424456286907677,25.620485024187783,874061.4466085308,0.46901083463618626,711532.1100917431,0.19585228586847572,🔥 강력
207940,삼성바이오로직스,KOSPI,74111812551000,877059,15221.0,15221.0,4547322176421.0,2290844589981.0,1320052380133.0,1083315885986.0,17336296349511.0,5518117814577.0,3853188425809.0,6431620287493.0,10904676062018.0,2024.0,CFS,바이오/제약,1547000,101.63589777281388,59.18174250638633,479046.85578382714,-0.6903381669141389,900805.3026897063,-0.41770827234020275,— 고평가
012450,한화에어로스페이스,KOSPI,68063689320000,126566,45935.0,45935.0,,2869853204579.0,1731878825342.0,2539873460538.0,,22867968340831.0,25516144577239.0,,,2024.0,CFS,방산/중공업,1335000,29.06280613910961,35.40191586838817,1445701.157639452,0.08292221546026368,1626187.0054144107,0.21811760705199307,🔥 강력
000270,기아,KOSPI,65784590163000,106641,24893.0,,107448752000000.0,24770771000000.0,12667139000000.0,9775005000000.0,92755874000000.0,41797457000000.0,26977376000000.0,36915565000000.0,55840309000000.0,2024.0,CFS,자동차/부품,157900,6.343148676334713,8.09921390982161,783451.375141371,3.9616933194513684,201613.73185718936,0.2768444069486343,🔥 강력
329180,HD현대중공업,KOSPI,58673324775000,1390344,7001.0,,14486453544000.0,1493930874000.0,705223483000.0,621509420000.0,19390946750000.0,10403121877000.0,11796215796000.0,13686498249000.0,5704448501000.0,2024.0,CFS,방산/중공업,516000,73.70375660619912,35.40191586838817,220340.7816400088,-0.5729829813178124,247848.8129945856,-0.5196728430337488,— 고평가
068270,셀트리온,KOSPI,46671748722000,413046,2048.0,2045.0,,1681713270596.0,492015534847.0,418883310404.0,21055222437706.0,5584129149603.0,3187120605915.0,3475160069015.0,17580062368691.0,2024.0,CFS,바이오/제약,199600,97.4609375,59.18174250638633,64456.20922707299,-0.6770731000647645,121204.2086530792,-0.392764485706016,— 고평가
055550,신한지주,KOSPI,46468661941900,382199,8441.0,8441.0,,,6458670000000.0,4558170000000.0,739764256000000.0,,,739764256000000.0,,2024.0,CFS,지주,90000,10.662243809975122,25.620485024187783,265661.5537527945,1.9517950416977168,216262.51408916907,1.4029168232129896,🔥 강력
012330,현대모비스,KOSPI,36338399491500,164788,44939.0,,57236995000000.0,8062628000000.0,3073456000000.0,4060161000000.0,66596905000000.0,28424073000000.0,12745182000000.0,66596905000000.0,46118232000000.0,2024.0,CFS,자동차/부품,392500,8.734061728120341,8.09921390982161,1414354.290261442,2.60345042104826,363970.57389347337,-0.07268643594019525,⚠️ 주의
009150,삼성전기,KOSPI,34695221792000,126371,8988.0,8988.0,10294102976435.0,1959222801014.0,735005856995.0,703215637082.0,12792402920884.0,5891746488305.0,3056860858021.0,3776548889114.0,9015854031770.0,2024.0,CFS,IT/전자,437000,48.62038273253226,43.71708302797009,282877.1526039707,-0.3526838613181448,392929.1422553952,-0.10084864472449614,— 고평가
267260,HD현대일렉트릭,KOSPI,34569202465000,1205851,13935.0,,3322349007529.0,1044565282142.0,668970713547.0,498409535389.0,3795545096460.0,2763740978393.0,2001078594202.0,3795545096460.0,1507517124598.0,2024.0,CFS,방산/중공업,925000,66.37961966271978,35.40191586838817,438572.8884664366,-0.5258671476038523,493325.6976259892,-0.46667492148541706,— 고평가
010130,고려아연,KOSPI,33125401803000,102858,9488.0,,12052918410249.0,1140795311524.0,723472208523.0,194781564506.0,14792322181548.0,7567074179254.0,6366334342627.0,14792322181548.0,7595427776993.0,2024.0,CFS,소재/철강,1543000,162.6264755480607,60.75709779179811,298613.5318097991,-0.806472111594427,576463.3438485805,-0.626400943714465,— 고평가
006400,삼성SDI,KOSPI,32274504765000,126362,8188.0,9011.0,16592248884388.0,3093563995780.0,363304463263.0,575512415979.0,40597344536357.0,10334312926481.0,10855694147360.0,19030107423830.0,21567237112527.0,2024.0,CFS,에너지/화학,397500,48.546653639472396,17.88002329644729,257698.94587464535,-0.35170076509523185,146401.6307513104,-0.6316940106885273,— 고평가
015760,한국전력,KOSPI,31552534384550,159193,5439.0,5439.0,93398896000000.0,11434736000000.0,8364710000000.0,3621968000000.0,246807795000000.0,29255205000000.0,63968789000000.0,246807795000000.0,41362833000000.0,2024.0,CFS,에너지/화학,46750,8.595330023901452,17.88002329644729,171180.33300100098,2.66161140109093,97249.44670937682,1.0802020686497715,🔥 강력
042700,한미반도체,KOSPI,29499125900000,161383,1589.0,1584.0,558917191547.0,314522196913.0,255391604854.0,152614498001.0,710872366678.0,407791209288.0,160040613379.0,710872366678.0,540887863389.0,2024.0,CFS,IT/전자,296500,186.59534298300818,43.71708302797009,50010.21311612255,-0.8313314903334821,69466.44493144448,-0.765711821479108,— 고평가
009540,HD한국조선해양,KOSPI,28627725422000,164830,16578.0,,25538577356000.0,2595367428000.0,1434090492000.0,1454580111000.0,36719137422000.0,20431356435000.0,19325058391000.0,22563324218000.0,14155813204000.0,2024.0,CFS,방산/중공업,379500,22.89178429243576,35.40191586838817,521755.3889484453,0.37484950974557396,586892.9612661392,0.5464900165115657,🔥 강력
010120,LS ELECTRIC,KOSPI,26580000000000,105855,8078.0,8078.0,,907590799908.0,389717122317.0,242237998768.0,4485197464384.0,3052191652183.0,1846349798510.0,2595105380936.0,1890092083448.0,2024.0,CFS,소재/철강,813000,100.64372369398366,60.75709779179811,254236.9424493631,-0.6872854336416199,490795.8359621451,-0.3963150849174107,— 고평가
272210,한화시스템,KOSPI,25693036904000,339391,2591.0,2589.0,2803686058274.0,415792516415.0,219345297682.0,445378843124.0,5724010115718.0,2286147317733.0,2677051475212.0,5724010115718.0,2416416895456.0,2024.0,CFS,IT/전자,127300,49.13160941721343,43.71708302797009,81545.9170446026,-0.3594193476464839,113270.96212547051,-0.11020453946998812,— 고평가
298040,효성중공업,KOSPI,25502638780000,1316245,23909.0,,4894979612220.0,791772345743.0,362479487133.0,222929444192.0,6218812921202.0,3036422654447.0,3092775159627.0,4163194426688.0,2055618494514.0,2024.0,CFS,소재/철강,2701000,112.9700112928186,60.75709779179811,752482.1808643008,-0.7214060789099219,1452641.451104101,-0.4621838389099959,— 고평가
267250,HD현대,KOSPI,20972664067500,1205709,7203.0,,67765626088000.0,6426904974000.0,2983162778000.0,1930179481000.0,73866670219000.0,35592849734000.0,32333112202000.0,73866670219000.0,26385102145000.0,2024.0,CFS,방산/중공업,255000,35.40191586838817,35.40191586838817,226698.27883916345,-0.11098714180720215,255000.0,0.0,— 고평가
011200,HMM,KOSPI,20043806862500,164645,4999.0,3690.0,11700224000000.0,3963464000000.0,3512847000000.0,3782129000000.0,33848562000000.0,17996844000000.0,2357189000000.0,5993018000000.0,27855544000000.0,2024.0,CFS,운송/물류,19930,3.986797359471894,9.53266022607123,157332.319299872,6.894245825382439,47653.768470130075,1.3910571234385387,🔥 강력
064350,현대로템,KOSPI,19656526969300,302926,3728.0,,4376597857000.0,829047638000.0,,405259414000.0,5285394740000.0,3686316730000.0,3019853718000.0,3276309551000.0,2009085189000.0,2024.0,CFS,자동차/부품,177900,47.71995708154506,8.09921390982161,117330.44335865631,-0.34046968320035803,30193.869455814965,-0.8302761694445476,— 고평가
047810,한국항공우주,KOSPI,18101127369900,309503,1765.0,1765.0,3633742105840.0,481490443379.0,240718310400.0,170895410977.0,8025538409393.0,5439008063568.0,4914742846130.0,8025538409393.0,1727176882121.0,2024.0,CFS,운송/물류,176300,99.88668555240793,9.53266022607123,55549.418596574134,-0.6849153794862499,16825.14529901572,-0.9045652563867514,— 고평가
033780,KT&G,KOSPI,18061571587500,244455,11383.0,11383.0,,2902024000000.0,1188814000000.0,1164999000000.0,13925237000000.0,7176310000000.0,3142888000000.0,4566772000000.0,9358465000000.0,2024.0,CFS,IT/전자,157600,13.845207765966792,43.71708302797009,358254.40899988863,1.2731878743647755,497631.55610738357,2.1575606351991343,🔥 강력
030200,KT,KOSPI,15297716279500,190321,1908.0,1906.0,,,809471000000.0,417094000000.0,41879957000000.0,14251937000000.0,13874734000000.0,23883408000000.0,17996549000000.0,2024.0,CFS,IT/전자,59300,31.07966457023061,43.71708302797009,60050.02304944105,0.012647943498162728,83412.19441736693,0.4066137338510444,🔥 강력
079550,LIG넥스원,KOSPI,14542000000000,503668,10173.0,,3276339508425.0,452627287247.0,229779392271.0,216648719554.0,6125264653217.0,3894568274428.0,4616518043951.0,6125264653217.0,1237435235062.0,2024.0,CFS,방산/중공업,641000,63.009928241423374,35.40191586838817,320172.371321784,-0.5005111211828643,360143.69012911286,-0.43815336953336526,— 고평가
047050,포스코인터내셔널,KOSPI,13546054676000,124504,3019.0,3019.0,32340793124000.0,1895983188000.0,1116921237000.0,503409725000.0,,8268175054000.0,6659697291000.0,,7349462921000.0,2024.0,CFS,유통/소비재,75900,25.140775091089765,20.4177545691906,95016.25764479168,0.2518611020394161,61641.20104438642,-0.18786296384207615,⚠️ 주의
278470,에이피알,KOSPI,13459016722500,1190568,2875.0,2819.0,722753862301.0,543599699569.0,122705544449.0,107590435967.0,565143563187.0,286027445388.0,145136758580.0,241619489197.0,323524073990.0,2024.0,CFS,유통/소비재,332500,115.65217391304348,20.4177545691906,90484.18043351312,-0.72786712651575,58701.044386422975,-0.823455505604743,— 고평가
018260,삼성에스디에스,KOSPI,12581630280000,126186,9787.0,9787.0,13828232033800.0,2012332154316.0,911096907001.0,789501325293.0,13238330251696.0,9003786950710.0,2495408581399.0,3532880772221.0,9705449479475.0,2024.0,CFS,IT/전자,157100,16.051905589046694,43.71708302797009,308023.88657488447,0.9606867382233257,427859.09159474325,1.7234824417233816,🔥 강력
323410,카카오뱅크,KOSPI,11973802818700,1133217,924.0,923.0,,,606880000000.0,440065000000.0,62805282000000.0,,,56265151000000.0,6540131000000.0,2024.0,OFS,IT/전자,23800,25.757575757575758,43.71708302797009,29080.828772370824,0.22188356186432032,40394.584717844366,0.6972514587329566,🔥 강력
259960,크래프톤,KOSPI,11163781180500,760971,28593.0,28384.0,,,1182487684188.0,1302592653712.0,7919463568015.0,5004427032417.0,784829947760.0,1090331965788.0,6829131602227.0,2024.0,CFS,엔터/미디어,236500,8.271255202322246,27.697013518832733,899900.581264501,2.805076453549687,791940.7075439843,2.3485865012430627,🔥 강력
003490,대한항공,KOSPI,9702614417350,113526,3566.0,3566.0,,3758168388895.0,2110200077994.0,1381858075058.0,47012065940089.0,11616873056353.0,16973485891743.0,47012065940089.0,10963191867177.0,2024.0,CFS,운송/물류,24850,6.968592260235558,9.53266022607123,112231.85649596792,3.516372494807562,33993.46636617,0.3679463326426561,🔥 강력
006260,LS,KOSPI,9469200000000,105952,8677.0,8677.0,,2661201000000.0,1072943000000.0,391515000000.0,20527939000000.0,12938266000000.0,10546216000000.0,20527939000000.0,6881153000000.0,2024.0,CFS,소재/철강,276500,31.865852253082863,60.75709779179811,273089.1247379455,-0.012335896065296559,527189.3375394322,0.9066522153324854,⚠️ 주의
007660,이수페타시스,KOSPI,9308288969200,107613,1171.0,,836866961285.0,156600343429.0,101878836049.0,74034111779.0,790136366426.0,522697354400.0,377363096552.0,790136366426.0,327526708412.0,2024.0,CFS,IT/전자,120200,102.64730999146029,43.71708302797009,36854.60010005003,-0.6933893502491677,51192.704225752976,-0.5741039581884112,— 고평가
180640,한진칼,KOSPI,8679096270000,983040,7459.0,,,116726983000.0,49192742000.0,512176366000.0,4207157981000.0,539972243000.0,672904948000.0,4207157981000.0,3313160945000.0,2024.0,CFS,운송/물류,121300,16.262233543370424,9.53266022607123,234755.30499254758,0.9353281532773914,71104.1126262653,-0.4138160541940206,⚠️ 주의
003230,삼양식품,KOSPI,8670500265000,126955,36468.0,36468.0,1728015003746.0,723217308822.0,344569150443.0,271255665463.0,1594782196967.0,676663603748.0,492425282678.0,1594782196967.0,828033342607.0,2024.0,CFS,유통/소비재,1203000,32.987824942415266,20.4177545691906,1147748.5537562978,-0.045928051740400835,744594.6736292428,-0.38105180911949893,— 고평가
090430,아모레퍼시픽,KOSPI,8235780467200,583424,8606.0,8606.0,3885110699186.0,2746732498324.0,220481343913.0,601641373835.0,6783507800768.0,1734808826757.0,1095705144331.0,1457499911662.0,5326007889106.0,2024.0,CFS,유통/소비재,135700,15.768068789216825,20.4177545691906,270854.55889071786,0.9959805371460417,175715.1958224543,0.29487985130769556,🔥 강력
443060,HD현대마린솔루션,KOSPI,8190684904500,1194689,5304.0,5275.0,1745458578779.0,362176072235.0,271729951500.0,227940276635.0,1152227968481.0,1075525917500.0,342617751499.0,1152227968481.0,773534561558.0,2024.0,CFS,방산/중공업,179800,33.89894419306184,35.40191586838817,166931.5106154273,-0.07157113117114956,187771.76176593086,0.04433682850907041,⚠️ 주의
000100,유한양행,KOSPI,7988654380300,145109,943.0,943.0,2067791451854.0,689386389746.0,54880319609.0,55163455235.0,2942048836634.0,1360261256866.0,619136487792.0,791378826075.0,2150670010559.0,2024.0,CFS,바이오/제약,95600,101.37857900318133,59.18174250638633,29678.8111821923,-0.6895521842866915,55808.38318352231,-0.4162303014275909,— 고평가
047040,대우건설,KOSPI,7942548612180,124540,570.0,569.0,10503609086034.0,927546410982.0,403125613881.0,242849735359.0,12658456266814.0,9588714887380.0,4543987487164.0,8324364439243.0,4334091827571.0,2024.0,CFS,건설/부동산,16400,28.771929824561404,26.209021212548798,17939.47229464434,0.0938702618685573,14939.142091152815,-0.08907670175897471,⚠️ 주의
326030,SK바이오팜,KOSPI,7721686450000,878696,3074.0,3074.0,547596283214.0,504495368894.0,96339659521.0,226973435375.0,1036810779623.0,651371301562.0,396276252761.0,462826530311.0,573984249312.0,2024.0,CFS,바이오/제약,95000,30.904359141184123,59.18174250638633,96747.2593574328,0.018392203762450585,181924.67646463157,0.9149965943645428,🔥 강력
128940,한미약품,KOSPI,7174154960000,828497,9567.0,9567.0,1495501575568.0,817036996044.0,216186188006.0,140431062099.0,2020840493653.0,746306484262.0,682758544357.0,780088902015.0,1240751591638.0,2024.0,CFS,바이오/제약,511000,53.41277307410892,59.18174250638633,301099.87972431997,-0.4107634447664971,566191.730558598,0.10800730050606253,⚠️ 주의
011070,LG이노텍,KOSPI,7005463672000,105961,18985.0,18985.0,21200755000000.0,1743671000000.0,706043000000.0,0.0,11378212000000.0,5853122000000.0,3954861000000.0,6024347000000.0,5353865000000.0,2024.0,CFS,IT/전자,292000,15.38056360284435,43.71708302797009,597510.3184453031,1.0462682138537778,829968.8212860122,1.842358977006891,🔥 강력
028050,삼성E&A,KOSPI,6918800000000,126308,3862.0,,9966551344477.0,1509174642168.0,971611686017.0,638672451980.0,10013337796132.0,7941890024257.0,5871110579495.0,10013337796132.0,3895741786193.0,2024.0,CFS,방산/중공업,33800,8.751941998964266,35.40191586838817,121547.7929858183,2.5960885498762813,136722.19908371512,3.0450354758495597,🔥 강력
032640,LG유플러스,KOSPI,6799884576100,231363,871.0,871.0,,,863130000000.0,314602000000.0,19707730000000.0,5263896000000.0,5116288000000.0,10939351000000.0,8768379000000.0,2024.0,CFS,IT/전자,15270,17.531572904707232,43.71708302797009,27412.772576553016,0.7952044909333998,38077.579317361946,1.493620125563978,🔥 강력
052690,한전기술,KOSPI,6707610000000,159209,1538.0,1538.0,,167195010838.0,54806059056.0,58512128400.0,946846882988.0,575753925755.0,361039308185.0,946846882988.0,577473652879.0,2024.0,CFS,소재/철강,157800,102.60078023407021,60.75709779179811,48405.10243712806,-0.6932503014123698,93444.4164037855,-0.4078300608125127,— 고평가
078930,GS,KOSPI,6411161082000,500254,5988.0,,25297467000000.0,6191104000000.0,3060163000000.0,863517000000.0,35063398000000.0,5706980000000.0,6060442000000.0,35063398000000.0,18470356000000.0,2024.0,CFS,지주,67700,11.305945223780896,25.620485024187783,188458.87736900052,1.7837352639438777,153415.46432483644,1.2661073016962547,🔥 강력
267270,HD건설기계,KOSPI,6380557694000,1205842,5595.0,,3438062302000.0,650824965000.0,190421614000.0,85966730000.0,3324625332000.0,2112846135000.0,1063541773000.0,3324625332000.0,1793830435000.0,2024.0,CFS,건설/부동산,132300,23.646112600536192,26.209021212548798,176090.08331321942,0.3309908035768664,146639.47368421053,0.1083860444762701,🔥 강력
001040,CJ,KOSPI,6039638586000,148540,2993.0,2993.0,43646656090000.0,12623822787000.0,2547483645000.0,151195776000.0,47496993224000.0,13697532273000.0,16904989037000.0,29750607288000.0,17746385936000.0,2024.0,CFS,지주,204000,68.15903775476112,25.620485024187783,94197.96592608861,-0.538245265068193,76682.11167739403,-0.6241072956990489,— 고평가
001440,대한전선,KOSPI,5723932110000,113207,409.0,409.0,3291299375000.0,263386194000.0,115169757000.0,74190402000.0,2642726208000.0,1775776357000.0,920138410000.0,2642726208000.0,1496112472000.0,2024.0,CFS,소재/철강,28950,70.78239608801955,60.75709779179811,12872.358190367604,-0.5553589571548323,24849.652996845427,-0.14163547506578836,— 고평가
271560,오리온,KOSPI,5448078989600,1238169,13271.0,13271.0,3104338576129.0,1196174532214.0,543587778241.0,533229552422.0,4308449797008.0,1647381241517.0,537615043736.0,4308449797008.0,3574045867619.0,2024.0,CFS,유통/소비재,133400,10.051993067590988,20.4177545691906,417674.97688109655,2.130996828194127,270964.02088772843,1.0312145493832716,🔥 강력
022100,포스코DX,KOSPI,4925925219600,155212,580.0,580.0,1473290670631.0,187522952033.0,108991969223.0,88599060003.0,892453016139.0,676687634640.0,355027712350.0,892453016139.0,525897500876.0,2024.0,CFS,IT/전자,30700,52.93103448275862,43.71708302797009,18254.199878760905,-0.40540065541495424,25355.908156222653,-0.17407465289177027,— 고평가
062040,산일전기,KOSPI,4862795840000,366438,3136.0,3061.0,333996550771.0,143563093705.0,109231906505.0,,492674198507.0,305188896644.0,52564399265.0,492674198507.0,434241887238.0,2024.0,OFS,소재/철강,152800,48.724489795918366,60.75709779179811,98698.57037895551,-0.3540669477817048,190534.25867507886,0.24695195467983547,⚠️ 주의
251270,넷마블,KOSPI,4286527403300,904672,313.0,308.0,,,215627215188.0,3216188118.0,8177066253496.0,1114816595237.0,1348239156045.0,8177066253496.0,5473860209795.0,2024.0,CFS,엔터/미디어,51300,163.89776357827475,27.697013518832733,9850.973382848559,-0.8079732284045115,8669.165231394645,-0.8310104243392856,— 고평가
082740,한화엔진,KOSPI,4093082315100,361008,968.0,968.0,,116340351068.0,71531721192.0,79159548487.0,1413101954226.0,785001242520.0,586563184908.0,1019806164340.0,393295789886.0,2024.0,OFS,방산/중공업,47150,48.70867768595041,35.40191586838817,30465.63014248372,-0.35385726102897735,34269.054560599754,-0.27319078344433184,— 고평가
353200,대덕전자,KOSPI,4091721390000,1478712,466.0,466.0,892135903752.0,61547000833.0,11259489061.0,23762727122.0,1088723750887.0,465866345845.0,159688137695.0,1088723750887.0,875513939249.0,2024.0,CFS,IT/전자,77600,166.5236051502146,43.71708302797009,14666.305419832039,-0.8110012188165975,20372.160691034063,-0.7374721560433755,— 고평가
103590,일진전기,KOSPI,3938813214000,683469,983.0,982.0,1577247371000.0,155643123000.0,79742010000.0,0.0,1249038272000.0,702238015000.0,606533501000.0,1249038272000.0,500309704000.0,2024.0,CFS,소재/철강,77300,78.63682604272636,60.75709779179811,30937.72151865857,-0.5997707436137314,59724.227129337545,-0.22737092976277432,— 고평가
051900,LG생활건강,KOSPI,3909778274500,356370,11281.0,11281.0,6811918756741.0,3560832396845.0,459045912180.0,203887730139.0,,2856048500735.0,1295900316472.0,,,2024.0,CFS,유통/소비재,250000,22.161155925893095,20.4177545691906,355044.1876418996,0.4201767505675985,230332.68929503913,-0.07866924281984347,⚠️ 주의
000990,DB하이텍,KOSPI,3832754202800,160843,5520.0,5520.0,1131167709804.0,386836726833.0,190838683363.0,229385888355.0,2396851168578.0,1194370198832.0,316866668877.0,2396851168578.0,2000688804317.0,2024.0,CFS,IT/전자,83400,15.108695652173912,43.71708302797009,173729.62643234516,1.083089045951381,241318.2983143949,1.8935047759519772,🔥 강력
010060,OCI홀딩스,KOSPI,3790057096000,148896,5077.0,5077.0,3577383349000.0,461046358000.0,101527729000.0,113723638000.0,8093654722000.0,4763348250000.0,1901359096000.0,3258113380000.0,4835541342000.0,2024.0,CFS,지주,177600,34.98128816230057,25.620485024187783,159787.19445598123,-0.10029732851361922,130075.20246780137,-0.26759458069931663,— 고평가
012510,더존비즈온,KOSPI,3626102026000,172291,2170.0,2170.0,402332391243.0,183993970188.0,88064046059.0,78026871531.0,1037613249183.0,215914131430.0,204315065486.0,482789066484.0,554824182699.0,2024.0,CFS,IT/전자,118600,54.654377880184335,43.71708302797009,68295.88575329511,-0.4241493612706989,94866.0701706951,-0.20011745218638202,— 고평가
036460,한국가스공사,KOSPI,3480200100000,261285,13174.0,12422.0,84454000000.0,3412673000000.0,3003363000000.0,1148985000000.0,57669637000000.0,16968511000000.0,21266507000000.0,57669637000000.0,10826356000000.0,2024.0,CFS,에너지/화학,35950,2.7288598755123727,17.88002329644729,414622.1193151658,10.533299563704194,235551.4269073966,5.552195463349002,🔥 강력
011780,금호석유화학,KOSPI,3433586769800,106368,13423.0,,7155003786012.0,585555234194.0,272804307588.0,348602013402.0,8340238952259.0,2710939308766.0,1534476881893.0,2298015880753.0,6042223071506.0,2024.0,CFS,에너지/화학,127400,9.491171869179766,17.88002329644729,422458.83615966834,2.3160034235452773,240003.552708212,0.8838583415087283,🔥 강력
014680,한솔케미칼,KOSPI,3342837330000,140955,10980.0,10912.0,776356975793.0,204763800102.0,128825376120.0,124893890949.0,1464678817159.0,348048080154.0,272370414176.0,1464678817159.0,1071443703044.0,2024.0,CFS,에너지/화학,279000,25.40983606557377,17.88002329644729,345570.887359991,0.23860533103939416,196322.65579499127,-0.29633456704304206,⚠️ 주의
004170,신세계,KOSPI,3317942264000,136378,11776.0,11776.0,6570412728809.0,4052715965832.0,477024306786.0,186608863964.0,15071774121951.0,2342662811362.0,4947367431132.0,15071774121951.0,6374698444225.0,2024.0,CFS,유통/소비재,320500,27.216372282608695,20.4177545691906,370623.2030556697,0.15639064915965595,240439.4778067885,-0.24979882119566774,⚠️ 주의
