Code,Name,Market,Marcap,corp_code,EPS,EPS_diluted,revenue,gross_profit,op_income,net_income,total_assets,current_assets,current_liab,total_liab,equity,data_year,fs_div
086520,에코프로,KOSDAQ GLOBAL,20488621336800,00536541,,,3127853158129.0,-77361210666.0,-293038698088.0,-295367033134.0,8138264562531.0,2654323460355.0,2184548910738.0,8138264562531.0,3838462173266.0,2024,CFS
196170,알테오젠,KOSDAQ GLOBAL,18924213500500,00989619,1172.0,1163.0,102854620800.0,64069078470.0,25403990856.0,60690355931.0,409011974213.0,211784660785.0,129185745943.0,409011974213.0,274091061091.0,2024,CFS
247540,에코프로비엠,KOSDAQ GLOBAL,18773660284600,01160363,,,2766837750152.0,94847187342.0,-34109364109.0,-58508991346.0,4323660098124.0,1377994380074.0,1297207589056.0,4323660098124.0,1977019769174.0,2024,CFS
277810,레인보우로보틱스,KOSDAQ,12784506422000,01261644,110.0,110.0,19346780087.0,6315432890.0,-2978979764.0,,139881005679.0,113965181694.0,5788485094.0,139881005679.0,132751303410.0,2024,CFS
298380,에이비엘바이오,KOSDAQ,10665611701500,01256864,,,,,-59377417080.0,-55529347885.0,231975702513.0,144151432332.0,63360812897.0,64695919270.0,167279783243.0,2024,CFS
058470,리노공업,KOSDAQ GLOBAL,8512863645000,00369657,7463.0,7463.0,278186189427.0,138166081317.0,124201343872.0,113279046428.0,657443780756.0,449498090730.0,30614692642.0,34814668593.0,622629112163.0,2024,OFS
950160,코오롱티슈진,KOSDAQ,8175772097000,01245062,,,3719583.0,435847.0,-16127329.0,-24779552.0,151216411.0,5044454.0,48374639.0,51962208.0,99254203.0,2024,OFS
087010,펩트론,KOSDAQ,8067803100000,00415868,-1061.0,,3152181439.0,1107398037.0,-16527819080.0,-22033671493.0,168892733798.0,126479180456.0,5097415494.0,168892733798.0,151708564960.0,2024,OFS
141080,리가켐바이오,KOSDAQ GLOBAL,7798001994000,00842619,227.0,224.0,,,-20913487724.0,7800099578.0,738382908190.0,550261759025.0,117182806549.0,738382908190.0,615998105853.0,2024,CFS
028300,HLB,KOSDAQ,6882174956800,00199252,-704.0,-704.0,68125727347.0,12054568579.0,-118516152929.0,-108026798560.0,887424813429.0,172281679541.0,160718376716.0,235310995214.0,652113818215.0,2024,CFS
240810,원익IPS,KOSDAQ GLOBAL,6135487625000,01135941,,,748176487524.0,292327284780.0,,,1124147065791.0,645135490548.0,228970241659.0,236686893210.0,887460172581.0,2024,CFS
214370,케어젠,KOSDAQ,6016080000000,00549891,658.0,658.0,82585947786.0,55317323136.0,34249787129.0,32313654383.0,240696868067.0,96406401615.0,8066161756.0,240696868067.0,222977779434.0,2024,CFS
310210,보로노이,KOSDAQ,5968697564500,01327746,-1860.0,-1860.0,,,-36339049690.0,-32613098090.0,73658644252.0,56455763879.0,6770470705.0,73658644252.0,66412537872.0,2024,CFS
039030,이오테크닉스,KOSDAQ GLOBAL,5291246725000,00246417,3870.0,3870.0,320945496298.0,89025389191.0,31201085341.0,42670270031.0,653015311226.0,445645616892.0,48106248426.0,653015311226.0,603031420844.0,2024,CFS
095340,ISC,KOSDAQ GLOBAL,5235673326000,00572905,2671.0,2622.0,174480093980.0,74397761444.0,44784268057.0,54898977342.0,,405104881247.0,52271209748.0,,582882970486.0,2024,CFS
032820,우리기술,KOSDAQ,4802001134800,00231044,,,71250184948.0,18612315852.0,553922286.0,-4401591680.0,265459207084.0,82988672851.0,73265138811.0,265459207084.0,112086289530.0,2024,CFS
403870,HPSP,KOSDAQ GLOBAL,4213760000000,01288827,1056.0,1035.0,181401607828.0,129611645669.0,93945693775.0,86280231062.0,319896333507.0,237711760468.0,40960057034.0,319896333507.0,277910828155.0,2024,OFS
108490,로보티즈,KOSDAQ,3824362008000,00946030,-244.0,-244.0,30038231053.0,16249623318.0,-2973503944.0,-3038577530.0,100246445003.0,53196902516.0,3851569684.0,100246445003.0,96006772289.0,2024,CFS
226950,올릭스,KOSDAQ,3773489132700,01113718,-2414.0,-2414.0,,,-30918594163.0,-40658699598.0,71249226328.0,15534061431.0,30060339329.0,71249226328.0,18472649178.0,2024,CFS
0009K0,에임드바이오,KOSDAQ,3576315203300,01781999,,,,,,,,,,,,,
214150,클래시스,KOSDAQ GLOBAL,3483584190600,01061327,1517.0,1509.0,,191127529489.0,122442594301.0,97543753801.0,608378808831.0,234201823223.0,128903651305.0,608378808831.0,452643914758.0,2024,CFS
347850,디앤디파마텍,KOSDAQ,3400117083000,01376715,-2823.0,-2823.0,,,-25016868135.0,-29483232915.0,97499966012.0,39794379528.0,11114604098.0,97499966012.0,69569189929.0,2024,CFS
083650,비에이치아이,KOSDAQ,3388409062500,00409788,633.0,,404741038609.0,59118017516.0,21927258374.0,19585052430.0,524776405785.0,247320460329.0,379905605041.0,524776405785.0,116446559547.0,2024,CFS
036930,주성엔지니어링,KOSDAQ GLOBAL,3383825608800,00252135,2272.0,2272.0,409393371588.0,248966783783.0,97196211588.0,106814110967.0,986824795276.0,398129947454.0,191704927851.0,986824795276.0,566590299600.0,2024,CFS
214450,파마리서치,KOSDAQ GLOBAL,3376635600000,00970453,8941.0,8941.0,350115068641.0,251237257221.0,126050757121.0,88943035620.0,855700916352.0,554541963954.0,82817556411.0,855700916352.0,569440798163.0,2024,CFS
357780,솔브레인,KOSDAQ GLOBAL,3329226248000,01489648,15296.0,15296.0,863356156458.0,246389216344.0,167948756594.0,119611878137.0,1168214133834.0,521491176326.0,123720340559.0,1168214133834.0,1037335849194.0,2024,CFS
319400,현대무벡스,KOSDAQ,3302299556350,01358463,,,341383043004.0,63483733727.0,24571079650.0,26917423749.0,298865266015.0,219728807130.0,110172629648.0,126722489340.0,172142776675.0,2024,CFS
145020,휴젤,KOSDAQ GLOBAL,3285176811000,00888347,12520.0,11988.0,373046885998.0,287175496572.0,166229170618.0,143134582847.0,939439325841.0,522925414568.0,61079734078.0,939439325841.0,840812000743.0,2024,CFS
043260,성호전자,KOSDAQ,3191527035000,00317210,147.0,145.0,207326568063.0,35962817345.0,6311648229.0,8076765671.0,367331808054.0,189750127718.0,167849424705.0,367331808054.0,143473786324.0,2024,CFS
237690,에스티팜,KOSDAQ GLOBAL,3137747626000,00871833,1780.0,1780.0,,96162795005.0,27692533192.0,32463839888.0,721875709831.0,330078457410.0,133281223062.0,,721875709831.0,2024,CFS
476830,알지노믹스,KOSDAQ,2988809109000,01596920,,,0.0,0.0,-12861965312.0,-18850121306.0,28146871462.0,24461101028.0,119976323939.0,28146871462.0,-93217117525.0,2024,OFS
084370,유진테크,KOSDAQ,2965335834800,00531014,2845.0,2838.0,338067812312.0,165702800465.0,61177012897.0,65440277257.0,539499743575.0,391289214675.0,83383640937.0,539499743575.0,435742335000.0,2024,CFS
440110,파두,KOSDAQ,2960623790400,01292291,,,43502744974.0,5769198478.0,-95048300908.0,,134427343084.0,98647616813.0,31263024620.0,134427343084.0,97946870542.0,2024,CFS
064760,티씨케이,KOSDAQ GLOBAL,2828392248000,00245472,6167.0,6167.0,275724843444.0,104138745044.0,80747924196.0,71994036570.0,563519610069.0,405757965821.0,44574894545.0,563519610069.0,516254748314.0,2024,OFS
178320,서진시스템,KOSDAQ,2818956960000,00838005,1696.0,1364.0,1213752801436.0,213424277129.0,108700662517.0,83921126833.0,2103214252543.0,1141566418825.0,884795098474.0,2103214252543.0,875584263726.0,2024,CFS
140410,메지온,KOSDAQ,2782914897200,00808022,-653.0,-653.0,8611620880.0,,-14299550646.0,-19476774574.0,73997678716.0,41925551798.0,26670294572.0,73997678716.0,46062511803.0,2024,CFS
475830,오름테라퓨틱,KOSDAQ,2681648078400,01658831,-424.0,-556.0,,,-8335353372.0,-5740128540.0,153836050957.0,122510410471.0,31863567335.0,32071321241.0,121764729716.0,2024,CFS
068760,셀트리온제약,KOSDAQ,2677817062600,00541349,531.0,530.0,477835307770.0,122010870123.0,37222949682.0,21966117520.0,669462477938.0,391673280914.0,247650113121.0,669462477938.0,396921557126.0,2024,OFS
058610,에스피지,KOSDAQ,2672371880000,00220686,591.0,591.0,388476767485.0,63687613191.0,12335226942.0,13113747075.0,397514155964.0,267611617008.0,118946486396.0,397514155964.0,254135688485.0,2024,CFS
263750,펄어비스,KOSDAQ GLOBAL,2666285982500,01152470,982.0,982.0,,,,60343569967.0,1142821061456.0,453262511474.0,133158155310.0,1142821061456.0,805974577846.0,2024,CFS
030530,원익홀딩스,KOSDAQ,2653124647350,00216647,-976.0,-976.0,645472610486.0,177241883424.0,30614449862.0,-61062837204.0,1890071698739.0,363038309672.0,574057113202.0,641601852997.0,1248469845742.0,2024,CFS
005290,동진쎄미켐,KOSDAQ,2560441801200,00118804,3010.0,3010.0,,364457457526.0,208225729660.0,143484559745.0,2016989003189.0,1082970678911.0,722768727205.0,996558402618.0,1020430600571.0,2024,CFS
319660,피에스케이,KOSDAQ GLOBAL,2502724089600,01365825,,,398050977575.0,209593989631.0,83924423263.0,79128216285.0,569356264734.0,398573268975.0,81154312944.0,569356264734.0,471716805682.0,2024,CFS
031980,피에스케이홀딩스,KOSDAQ,2402050803000,00208444,,,215508095005.0,135806237625.0,88482980891.0,95820109996.0,513564423195.0,241142492384.0,51738271298.0,513564423195.0,431463424801.0,2024,CFS
257720,실리콘투,KOSDAQ,2355118458000,00982023,1990.0,1981.0,691522368911.0,232826970951.0,137575012281.0,120738196347.0,457759144111.0,297095793185.0,189336374914.0,196171192588.0,261587951523.0,2024,CFS
035900,JYP Ent.,KOSDAQ GLOBAL,2352250970400,00258689,2951.0,2951.0,601787883332.0,256381549018.0,128262269240.0,97714913917.0,678782059891.0,362268599891.0,174828773094.0,678782059891.0,482881501386.0,2024,CFS
222800,심텍,KOSDAQ GLOBAL,2333888625000,01095722,,,1231421381070.0,51947512201.0,-46969220820.0,-31044704373.0,1443279296879.0,509727948750.0,780155095194.0,1443279296879.0,448475401000.0,2024,CFS
458870,씨어스테크놀로지,KOSDAQ,2320375482000,01514227,-752.0,-752.0,8099754810.0,3435750615.0,-8681501062.0,-8871453219.0,28083739034.0,16442253238.0,3879868600.0,28083739034.0,21398870839.0,2024,OFS
067310,하나마이크론,KOSDAQ,2308384328500,00445054,-428.0,-428.0,1250692575645.0,190157914448.0,106792878899.0,-11157290055.0,1944648852618.0,615552798363.0,620248022180.0,1944648852618.0,605829084189.0,2024,CFS
041510,에스엠,KOSDAQ GLOBAL,2248258558000,00260930,795.0,795.0,989725343114.0,307235206265.0,87296655446.0,818849820.0,1419108143782.0,814044282096.0,484572824709.0,1419108143782.0,829079862089.0,2024,CFS
089030,테크윙,KOSDAQ,2149111410000,00535676,-584.0,-584.0,185507171034.0,71485636656.0,23411077264.0,-21970453220.0,506220625653.0,156076110331.0,218505563731.0,506220625653.0,188303434692.0,2024,CFS
218410,RFHIC,KOSDAQ,2148173457800,01078178,995.0,995.0,114875963020.0,35648403400.0,1529788265.0,19698779772.0,482949216872.0,317854211716.0,95043343488.0,482949216872.0,357960809650.0,2024,CFS
039200,오스코텍,KOSDAQ,2142457856000,00263654,23.0,23.0,34007602680.0,31780697443.0,-2733857885.0,-1589923760.0,170778209860.0,141218953845.0,34779293086.0,170778209860.0,132359641489.0,2024,CFS
323280,태성,KOSDAQ,2125443408000,01366000,233.0,232.0,59212420040.0,14559219533.0,6037657086.0,5968175094.0,79613977957.0,33588382260.0,22129721055.0,79613977957.0,40982352292.0,2024,CFS
347700,스피어,KOSDAQ,2111596949000,01336762,-972.0,-972.0,,,-13616615083.0,-17001454365.0,44641348927.0,38224660655.0,13073016685.0,44641348927.0,31251297396.0,2024,CFS
445680,큐리옥스바이오시스템즈,KOSDAQ,2083483676100,01498974,-503.0,-706.0,4587636523.0,2558771492.0,-13377807751.0,-8089494005.0,70560573877.0,32266788286.0,19917655431.0,70560573877.0,48637481889.0,2024,CFS
376900,로킷헬스케어,KOSDAQ,2052331565600,01335143,,,13111237720.0,5982672615.0,,-7689957765.0,11328804685.0,9794945774.0,85937331894.0,11328804685.0,-77118754123.0,2024,CFS
491000,리브스메드,KOSDAQ,2033701366500,01385005,,,,,,,,,,,,,
098460,고영,KOSDAQ,1994420632750,00579999,319.0,317.0,202538127214.0,125851699437.0,3322352718.0,20998990602.0,377932270492.0,284011001294.0,36095207500.0,54763375690.0,323168894802.0,2024,CFS
003380,하림지주,KOSDAQ GLOBAL,1982499491700,00148364,,,12272959000000.0,2189990000000.0,765480000000.0,174817000000.0,16078958000000.0,4749366000000.0,6010822000000.0,16078958000000.0,5941952000000.0,2024,CFS
131970,두산테스나,KOSDAQ GLOBAL,1979109171200,00563545,1912.0,1912.0,373117930000.0,67807589000.0,37923282000.0,36781312000.0,787696560000.0,113602076000.0,183136544000.0,787696560000.0,437666508000.0,2024,CFS
078600,대주전자재료,KOSDAQ,1953650836600,00177816,2477.0,2268.0,219316249770.0,61986409925.0,29353571296.0,36394010154.0,622950058762.0,175050332242.0,315426510534.0,622950058762.0,230239136477.0,2024,CFS
099320,쎄트렉아이,KOSDAQ,1928520055800,00449254,722.0,722.0,171279451654.0,26787588859.0,-3072159411.0,6249303506.0,446984592737.0,289087192982.0,209768801579.0,446984592737.0,224021721955.0,2024,CFS
140860,파크시스템스,KOSDAQ GLOBAL,1910333061000,00244747,6175.0,6156.0,175059849427.0,114217506199.0,38529871391.0,42803661818.0,274315476326.0,191151103812.0,62937674219.0,274315476326.0,187909793142.0,2024,CFS
290650,엘앤씨바이오,KOSDAQ,1880922669100,01181515,,,72093323401.0,35729328532.0,2542071249.0,140965124092.0,475601177449.0,130188857877.0,154708280372.0,180875569755.0,294725607694.0,2024,CFS
038500,삼표시멘트,KOSDAQ,1874506235220,00239639,616.0,616.0,790786523331.0,169229127166.0,103930124574.0,66099929851.0,1485067226446.0,317873666526.0,311290002411.0,1485067226446.0,756213299450.0,2024,CFS
101490,에스앤에스텍,KOSDAQ,1821998666600,00411048,1452.0,1452.0,176013891367.0,59493427722.0,29478688017.0,30313647619.0,297031688485.0,155043401195.0,39676525728.0,297031688485.0,246847048853.0,2024,CFS
437730,삼현,KOSDAQ,1759769968500,00262266,274.0,,100447699055.0,13837444224.0,5516949984.0,8314379320.0,140292826674.0,94293156974.0,20997060791.0,140292826674.0,115237838264.0,2024,CFS
085660,차바이오텍,KOSDAQ,1751468815250,00525679,-144.0,-377.0,74156008793.0,275256311237.0,-59684136456.0,-14550152214.0,2194378669342.0,733844173401.0,1020667092916.0,1475529477270.0,718849192072.0,2024,CFS
065350,신성델타테크,KOSDAQ,1747979092800,00136226,,,909722446409.0,90778274146.0,27176239810.0,7449970454.0,774111976556.0,433541107750.0,424500528876.0,774111976556.0,317312385835.0,2024,CFS
232140,와이씨,KOSDAQ,1735259152500,01109539,137.0,137.0,211241210832.0,58448212614.0,10599506307.0,12926037556.0,576855440421.0,260930516127.0,101255439318.0,576855440421.0,418212295510.0,2024,CFS
417200,LS머트리얼즈,KOSDAQ,1711612272700,01528141,,,,18025130451.0,6197093266.0,5690646441.0,253147071884.0,112023019332.0,39575497488.0,253147071884.0,207159606912.0,2024,CFS
090710,휴림로봇,KOSDAQ,1674789901940,00540429,-17.0,-17.0,133097920524.0,14760742506.0,-4938399556.0,-9391668256.0,334935432412.0,192287656552.0,119954924061.0,334935432412.0,212389564046.0,2024,CFS
115180,큐리언트,KOSDAQ,1674049790650,01042650,-812.0,-812.0,9179834444.0,1350783598.0,-27477790640.0,-24996940757.0,58070561569.0,50626748387.0,5014602377.0,58070561569.0,52684050748.0,2024,CFS
082270,젬백스,KOSDAQ,1670215037400,00492894,-2202.0,-2202.0,,19715148883.0,-38336839563.0,-87218733402.0,150746205875.0,25166181267.0,70270367265.0,121740371913.0,,2024,CFS
060370,LS마린솔루션,KOSDAQ,1650747786400,00225742,,,130279123723.0,16807979012.0,12392667090.0,13203271844.0,254269530607.0,163704383661.0,43728878053.0,46112417811.0,208157112796.0,2024,CFS
160190,하이젠알앤엠,KOSDAQ,1609264800000,00650771,-41.0,,75886180614.0,7075967856.0,-369253550.0,-1092879556.0,120185301263.0,62813519249.0,36373171473.0,120185301263.0,68373885015.0,2024,CFS
174900,앱클론,KOSDAQ,1560167433000,00991191,-975.0,-975.0,2339823669.0,1076890716.0,-15588944512.0,-16301551979.0,48182887935.0,23224120815.0,18106875355.0,48182887935.0,29405991612.0,2024,OFS
493280,아이엠바이오로직스,KOSDAQ,1536715440000,01859500,,,,,,,,,,,,,
080220,제주반도체,KOSDAQ,1525817501900,00447487,581.0,581.0,162349945455.0,35407901848.0,9581360274.0,19405207353.0,225427601825.0,175914531374.0,38259555518.0,225427601825.0,184233770184.0,2024,CFS
397030,에이프릴바이오,KOSDAQ,1505599377000,01375822,913.0,913.0,,,16869084717.0,20005162287.0,99598583008.0,96626064721.0,8482191743.0,99598583008.0,90987762157.0,2024,OFS
195940,HK이노엔,KOSDAQ GLOBAL,1475987321100,01012066,2174.0,2174.0,897141915178.0,435072884504.0,88224439067.0,61580192966.0,1889575171545.0,385467722761.0,463964828224.0,1889575171545.0,1251377196361.0,2024,OFS
456160,지투지바이오,KOSDAQ,1475846022800,01577952,-57297.0,-57297.0,768930985.0,190327521.0,-10763507974.0,-83254627454.0,25345035928.0,10742970400.0,141721765325.0,25345035928.0,-119539090270.0,2024,OFS
388210,씨엠티엑스,KOSDAQ,1438658625600,01529982,,,,,,,,,,,,,
124500,아이티센글로벌,KOSDAQ,1427078410500,00620868,,,4961847499151.0,202512532663.0,58564721273.0,36063285864.0,945435946398.0,656595006501.0,550089331589.0,945435946398.0,322487711525.0,2024,CFS
466100,클로봇,KOSDAQ,1427051136900,01784914,-313.0,-313.0,33395079055.0,5870047453.0,-7490868842.0,-6729151697.0,69510934821.0,65669617251.0,8026984472.0,69510934821.0,59967623220.0,2024,CFS
048410,현대바이오,KOSDAQ,1418631908400,00313649,-174.0,-174.0,15050025356.0,11865276259.0,790972784.0,-6929528506.0,67704784931.0,6809973145.0,27486792004.0,67704784931.0,39438422428.0,2024,CFS
127120,제이에스링크,KOSDAQ,1371588302400,00642541,-542.0,-542.0,15907717174.0,2813308326.0,-9111567866.0,-10801688734.0,54386406588.0,14275051922.0,27143520701.0,54386406588.0,25029674158.0,2024,CFS
082920,비츠로셀,KOSDAQ,1366985231550,00154718,2300.0,2300.0,210779361832.0,70487152733.0,51910636695.0,51260348099.0,317852058044.0,237675367513.0,32826959998.0,317852058044.0,283013473108.0,2024,CFS
035760,CJ ENM,KOSDAQ GLOBAL,1363993378800,00265324,-24283.0,-24283.0,5231360073502.0,1711187439160.0,104478244497.0,-580847429608.0,9316636930911.0,2909496824375.0,3814173897612.0,5638566211854.0,3678070719057.0,2024,CFS
032500,케이엠더블유,KOSDAQ,1360553969450,00226352,-969.0,-969.0,87357147199.0,11858632601.0,-45481033116.0,-38604140710.0,269041031826.0,111136013863.0,117105935229.0,269041031826.0,143650686108.0,2024,CFS
131290,티에스이,KOSDAQ,1347282052200,00372226,3956.0,3956.0,348053207965.0,87004601378.0,39898852512.0,45031658141.0,519408350485.0,268896709967.0,94754519261.0,519408350485.0,399699298627.0,2024,CFS
281740,레이크머티리얼즈,KOSDAQ,1313296349040,01255652,317.0,,138725778383.0,36275419374.0,22166082728.0,21020540344.0,351334173536.0,127529963803.0,113875215680.0,351334173536.0,131371346090.0,2024,CFS
189300,인텔리안테크,KOSDAQ,1304605885500,00664181,-288.0,-288.0,257769448883.0,99427132089.0,-19443692778.0,-3011577414.0,440693069678.0,225272824430.0,91670412395.0,440693069678.0,264642289439.0,2024,CFS
095610,테스,KOSDAQ,1273888000000,00524421,,,240077826420.0,64574410705.0,38473734786.0,42653657309.0,381186883677.0,183222047838.0,37380024934.0,381186883677.0,330537992260.0,2024,CFS
183300,코미코,KOSDAQ GLOBAL,1258420285200,00997812,5402.0,5402.0,,234809809531.0,112461653836.0,87845843289.0,800342522976.0,319319304670.0,276059405083.0,800342522976.0,375718062479.0,2024,CFS
293490,카카오게임즈,KOSDAQ GLOBAL,1238161502690,01137383,-1205.0,-1205.0,,,19148863191.0,-128088854882.0,3173239057351.0,1069083664606.0,1199409097707.0,3173239057351.0,1478357269717.0,2024,CFS
166090,하나머티리얼즈,KOSDAQ GLOBAL,1226215788000,00660750,1627.0,1617.0,251646191336.0,74430632865.0,43411736320.0,31756594796.0,573884327709.0,137267888958.0,121039753948.0,573884327709.0,353781902893.0,2024,CFS
253450,스튜디오드래곤,KOSDAQ GLOBAL,1200836995100,01168684,1114.0,1114.0,550080744350.0,67972349289.0,36393818100.0,33488155067.0,925506475223.0,393799198479.0,169437693840.0,185882470870.0,739624004353.0,2024,CFS
